 article_id |                 title                  | chunk_count | chunk_index |                                                                                             concept_preview                                                                                              |                cpe_id                
         28 | Apollo                                 |        1107 |          25 | In Latin texts, however, there was no conflation of Apollo with Sol among the classical Latin poets until 1st century CE.                                                                                | 483cae54-7e8b-47a2-a6ba-8e2f46f81c73
         28 | Apollo                                 |        1107 |          26 | Apollo and Helios/Sol remained separate beings in literary and mythological texts until the 5th century CE.                                                                                              | 2832c5ce-65d4-4c66-a519-b62dba72f70d
         28 | Apollo                                 |        1107 |          27 | Etymology  Apollo (Attic, Ionic, and Homeric Greek: ,  ( ); Doric: , ; Arcadocypriot: , ; Aeolic: , ; )  The name Apollo—unlike the related older name Paean—is generally not found in the Linear B (Myc | e1c02cef-1ebc-41e2-b235-bf9f4fd9f3fc
         28 | Apollo                                 |        1107 |          28 | The etymology of the name is uncertain. The spelling  ( in Classical Attic) had almost superseded all other forms by the beginning of the common era, but the Doric form,  (), is more archaic, as it is | 3fa55bd6-9731-49de-ab80-4149eca45234
         28 | Apollo                                 |        1107 |          29 | The spelling  ( in Classical Attic) had almost superseded all other forms by the beginning of the common era, but the Doric form,  (), is more archaic, as it is derived from an earlier .               | 51bdc3fd-5a18-4532-ac6a-2fe43816e55b
         28 | Apollo                                 |        1107 |          30 | It probably is a cognate to the Doric month Apellaios (), and the offerings  () at the initiation of the young men during the family-festival  ().                                                       | 77c72fd7-7eb8-4fb2-b390-4cd216aab260
         28 | Apollo                                 |        1107 |          31 | According to some scholars, the words are derived from the Doric word  (), which originally meant "wall," "fence for animals" and later "assembly within the limits of the square." Apella () is the nam | e685394e-b829-4379-aaca-d558cf10da37
         28 | Apollo                                 |        1107 |          32 | R. S. P. Beekes rejected the connection of the theonym with the noun  and suggested a Pre-Greek proto-form *Apalyun.                                                                                     | 21f7ab23-b9cc-4a5d-b2ff-3eccc50548b2
         28 | Apollo                                 |        1107 |          33 | Beekes rejected the connection of the theonym with the noun  and suggested a Pre-Greek proto-form *Apalyun.                                                                                              | 1d12f2da-c8ab-4082-9e42-87e8af624941
         28 | Apollo                                 |        1107 |          34 | Several instances of popular etymology are attested by ancient authors.                                                                                                                                  | 428e1a24-896a-4a5f-afcc-9140aff86c2b
         28 | Apollo                                 |        1107 |          35 | Thus, the Greeks most often associated Apollo's name with the Greek verb  (), "to destroy".                                                                                                              | bcdb9961-c727-4660-bf70-44b7915f5c48
         28 | Apollo                                 |        1107 |          36 | Plato in Cratylus connects the name with  (), "redemption", with  (apolousis), "purification", and with  (), "simple", in particular in reference to the Thessalian form of the name, , and finally with | bf002302-6040-4abd-aafa-ae7515feafd1
         28 | Apollo                                 |        1107 |          37 | Hesychius connects the name Apollo with the Doric  (), which means "assembly", so that Apollo would be the god of political life, and he also gives the explanation  (), "fold", in which case Apollo wo | 8294b62f-5262-421b-b69b-4152e189dba3
         28 | Apollo                                 |        1107 |          38 | In the ancient Macedonian language  () means "stone," and some toponyms may be derived from this word:  (Pella, the capital of ancient Macedonia) and  (Pellēnē/Pellene).                                | af3c599c-d7cc-47e2-ab9e-fcc3f68437ff
         28 | Apollo                                 |        1107 |          39 | The Hittite form Apaliunas (d) is attested in the Manapa-Tarhunta letter.                                                                                                                                | bd44b57e-7573-4345-a3ca-dca9f74be48c
         28 | Apollo                                 |        1107 |          40 | The Hittite testimony reflects an early form , which may also be surmised from the comparison of Cypriot  with Doric .                                                                                   | f3514180-5163-4366-a241-c75951d586e9
         28 | Apollo                                 |        1107 |          41 | The name of the Lydian god Qλdãns /kʷʎðãns/ may reflect an earlier /kʷalyán-/ before palatalization, syncope, and the pre-Lydian sound change *y > d.                                                    | 13b334b5-e8a4-4575-8e22-2b1733e67ee5
         28 | Apollo                                 |        1107 |          42 | Note the labiovelar in place of the labial /p/ found in pre-Doric Ἀπέλjων and Hittite Apaliunas.                                                                                                         | cccb8912-6c1b-4083-ba66-903a252222c8
         28 | Apollo                                 |        1107 |          43 | A Luwian etymology suggested for Apaliunas makes Apollo "The One of Entrapment", perhaps in the sense of "Hunter".                                                                                       | c516c7b2-33f5-48eb-823e-17984cd1f50a
         28 | Apollo                                 |        1107 |          44 | Greco-Roman epithets Apollo's chief epithet was Phoebus ( ; , Phoibos ), literally "bright".                                                                                                             | f7ac1f9f-4c8f-4f7f-8ac8-3c5236a609bf
         28 | Apollo                                 |        1107 |          45 | It was very commonly used by both the Greeks and Romans for Apollo's role as the god of light.                                                                                                           | b2787d0f-957c-4067-ac65-5786176dff5a
         28 | Apollo                                 |        1107 |          46 | Like other Greek deities, he had a number of others applied to him, reflecting the variety of roles, duties, and aspects ascribed to the god.                                                            | 4a613cff-bc0d-4246-b9cc-6378277758f6
         28 | Apollo                                 |        1107 |          47 | However, while Apollo has a great number of appellations in Greek myth, only a few occur in Latin literature.                                                                                            | 0dce23a7-07ef-44ec-aa32-57faf4f17b3e
         28 | Apollo                                 |        1107 |          48 | Sun Aegletes ( ; Αἰγλήτης, Aiglētēs), from , "light of the Sun"  Helius ( ; , Helios), literally "Sun"  Lyceus ( ; , Lykeios, from Proto-Greek *), "light".                                              | cbd95e53-574c-4dc1-bdcc-0a34cfcf4fe0
         28 | Apollo                                 |        1107 |          49 | The meaning of the epithet "Lyceus" later became associated with Apollo's mother Leto, who was the patron goddess of Lycia () and who was identified with the wolf ().                                   | b792b11e-0856-4cba-a3b1-73d499840345
         28 | Apollo                                 |        1107 |          50 | Phanaeus ( ; , Phanaios), literally "giving or bringing light" Phoebus ( ; , Phoibos), literally "bright", his most commonly used epithet by both the Greeks and Romans Sol (Roman) (), "Sun" in Latin   | 5a055eb6-97f1-4a8c-a761-d8af01bd0251
         28 | Apollo                                 |        1107 |          51 | Cynthius ( ; , Kunthios), literally "Cynthian" Cynthogenes ( ; , Kynthogenēs), literally "born of Cynthus" Delius ( ; Δήλιος, Delios), literally "Delian" Didymaeus ( ; , Didymaios) from δίδυμος, "twin | ff78fe2e-7985-4897-b75f-f3a11def9420
         28 | Apollo                                 |        1107 |          52 | Acraephius ( ; , Akraiphios, literally "Acraephian") or Acraephiaeus ( ; , Akraiphiaios), "Acraephian", from the Boeotian town of Acraephia (), reputedly founded by his son Acraepheus.                 | f798030c-6804-4368-b15f-011d4a61a929
         28 | Apollo                                 |        1107 |          53 | Actiacus ( ; , Aktiakos), literally "Actian", after Actium () Delphinius ( ; , Delphinios), literally "Delphic", after Delphi (Δελφοί).                                                                  | c0a74dc2-24fa-456f-a0a2-3ad30e8034e4
         28 | Apollo                                 |        1107 |          54 | An etiology in the Homeric Hymns associated this with dolphins.                                                                                                                                          | b4fe6b42-13bd-4cdb-8536-a2259333c8fc
         28 | Apollo                                 |        1107 |          55 | Epactaeus, meaning "god worshipped on the coast", in Samos. Pythius ( ; , Puthios, from Πυθώ, Pythō), from the region around Delphi Smintheus ( ; , Smintheus), "Sminthian"—that is, "of the town of Smi | 564d2231-1532-4f62-8366-2dd1156f2110
         28 | Apollo                                 |        1107 |          56 | Pythius ( ; , Puthios, from Πυθώ, Pythō), from the region around Delphi Smintheus ( ; , Smintheus), "Sminthian"—that is, "of the town of Sminthos or Sminthe" near the Troad town of Hamaxitus Napaian A | bba8f0d9-f188-4b7d-a19d-cc461825f6d3
         28 | Apollo                                 |        1107 |          57 | Healing and disease Acesius ( ; , Akesios), from , "healing".                                                                                                                                            | 142350f5-1fbe-477e-8298-689ba8531529
         28 | Apollo                                 |        1107 |          58 | Acesius was the epithet of Apollo worshipped in Elis, where he had a temple in the agora.                                                                                                                | 7df2f69c-613e-45d3-a262-27456fef6430
         28 | Apollo                                 |        1107 |          59 | Acestor ( ; , Akestōr), literally "healer" Culicarius (Roman) ( ), from Latin culicārius, "of midges" Iatrus ( ; , Iātros), literally "physician" Medicus (Roman) ( ), "physician" in Latin.             | 94f377b6-b1a2-4f12-a95d-02b093c9be37
         28 | Apollo                                 |        1107 |          60 | A temple was dedicated to Apollo Medicus in Rome, probably next to the temple of Bellona.                                                                                                                | 8ce31ceb-227c-4be7-840d-42f0e3f3c2fa
         28 | Apollo                                 |        1107 |          61 | Paean ( ; , Paiān), physician, healer Parnopius ( ; , Parnopios), from , "locust"  Founder and protector Agyieus ( ; , Aguīeus), from , "street", for his role in protecting roads and homes Alexicacus  | 93dec857-f965-484e-91d3-ab254fa748f9
         28 | Apollo                                 |        1107 |          62 | Hecaërgus ( ; , Hekaergos), literally "far-shooting" Hecebolus ( ; , Hekēbolos), "far-shooting" Ismenius ( ; , Ismēnios), literally "of Ismenus", after Ismenus, the son of Amphion and Niobe, whom he s | 42ae6fc0-74da-497e-a665-8a1dcc0f6b63
         28 | Apollo                                 |        1107 |          63 | Chrysocomes ( ; , Khrusokómēs), literally "he who has golden hair."  Amazons Amazonius (), Pausanias at the Description of Greece writes that near Pyrrhichus there was a sanctuary of Apollo, called Am | 0f83d6f6-9046-4774-b1ed-9d4a3946834e
         28 | Apollo                                 |        1107 |          64 | Celtic epithets and cult titles Apollo was worshipped throughout the Roman Empire.                                                                                                                       | 292257b2-0320-49b6-bb7e-f8bbfe4f80d1
         28 | Apollo                                 |        1107 |          65 | In the traditionally Celtic lands, he was most often seen as a healing and sun god.                                                                                                                      | 8cdc1b8a-5b82-452e-9b2d-249a10ce983c
         28 | Apollo                                 |        1107 |          66 | He was often equated with Celtic gods of similar character.                                                                                                                                              | f3178248-b131-427f-93cb-58304332ffe0
         28 | Apollo                                 |        1107 |          67 | Apollo Atepomarus ("the great horseman" or "possessing a great horse").                                                                                                                                  | a352a4dd-196c-4df2-99ab-aadf3be15eac
         28 | Apollo                                 |        1107 |          68 | Apollo was worshipped at Mauvières (Indre). Horses were, in the Celtic world, closely linked to the Sun.                                                                                                 | 89e10d71-c8d0-4d70-bcec-863c2b823c51
         28 | Apollo                                 |        1107 |          69 | Horses were, in the Celtic world, closely linked to the Sun.                                                                                                                                             | ba20c42d-451d-431f-92dc-ef8f798d7019
         28 | Apollo                                 |        1107 |          70 | Apollo Belenus ("bright" or "brilliant"). This epithet was given to Apollo in parts of Gaul, Northern Italy and Noricum (part of modern Austria).                                                        | 1195f96f-1dd8-4990-a34a-9a7d0208b701
         28 | Apollo                                 |        1107 |          71 | This epithet was given to Apollo in parts of Gaul, Northern Italy and Noricum (part of modern Austria).                                                                                                  | 581fbb82-6098-4681-9b28-5cd4dac5fbb2
         28 | Apollo                                 |        1107 |          72 | Apollo Belenus was a healing and sun god. Apollo Cunomaglus ("hound lord").                                                                                                                              | 2eaf9282-1b64-4d76-8fb8-45df662b1698
         28 | Apollo                                 |        1107 |          73 | Apollo Cunomaglus ("hound lord"). A title given to Apollo at a shrine at Nettleton Shrub, Wiltshire.                                                                                                     | 925b670c-67a3-4c3c-b521-e08a936deeee
         28 | Apollo                                 |        1107 |          74 | A title given to Apollo at a shrine at Nettleton Shrub, Wiltshire.                                                                                                                                       | 6e4594c0-1f38-455c-8c94-fe397b676ac9
         28 | Apollo                                 |        1107 |          75 | May have been a god of healing. Cunomaglus himself may originally have been an independent healing god.                                                                                                  | 680556eb-d164-4466-ac2c-d255dd869fb4
         28 | Apollo                                 |        1107 |          76 | Cunomaglus himself may originally have been an independent healing god.                                                                                                                                  | 12fd953c-a9fd-43aa-afde-6104758e1557
         28 | Apollo                                 |        1107 |          77 | Apollo Grannus. Grannus was a healing spring god, later equated with Apollo.                                                                                                                             | 75d179d1-d7e6-49b4-9510-62dbec24c1e5
         28 | Apollo                                 |        1107 |          78 | Grannus was a healing spring god, later equated with Apollo.                                                                                                                                             | 31d30ec4-a3f5-48fc-b306-467332961d81
         28 | Apollo                                 |        1107 |          79 | Apollo Maponus. A god known from inscriptions in Britain. This may be a local fusion of Apollo and Maponus.                                                                                              | 25bddf11-f6e9-4551-9cdb-61951b9e97f0
         28 | Apollo                                 |        1107 |          80 | This may be a local fusion of Apollo and Maponus.                                                                                                                                                        | 98ecc0db-50b9-49d7-8ff2-5f6bb37f7dc2
         28 | Apollo                                 |        1107 |          81 | Apollo Moritasgus ("masses of sea water"). An epithet for Apollo at Alesia, where he was worshipped as the god of healing and, possibly, of physicians.                                                  | 7cc2917c-e200-43c3-8c0c-6c48f41598a1
         28 | Apollo                                 |        1107 |          82 | An epithet for Apollo at Alesia, where he was worshipped as the god of healing and, possibly, of physicians.                                                                                             | 08fdc553-a1c8-45ea-9ea5-d3b62792d51d
         28 | Apollo                                 |        1107 |          83 | Apollo Vindonnus ("clear light"). Apollo Vindonnus had a temple at Essarois, near Châtillon-sur-Seine in present-day Burgundy.                                                                           | 85f0980f-b373-47ca-9c7a-d1ab6e3113a0
         28 | Apollo                                 |        1107 |          84 | Apollo Vindonnus had a temple at Essarois, near Châtillon-sur-Seine in present-day Burgundy.                                                                                                             | abc4ff31-1dfc-4c81-b04a-9969a07f27ca
         28 | Apollo                                 |        1107 |          85 | He was a god of healing, especially of the eyes.                                                                                                                                                         | 3cc28c2c-6124-4ac7-9166-f549885e3492
         28 | Apollo                                 |        1107 |          86 | Apollo Virotutis ("benefactor of mankind"). Apollo Virotutis was worshipped, among other places, at Fins d'Annecy (Haute-Savoie) and at Jublains (Maine-et-Loire).                                       | 392c3463-e523-45a6-96f7-de53461c3375
         28 | Apollo                                 |        1107 |          87 | Apollo Virotutis was worshipped, among other places, at Fins d'Annecy (Haute-Savoie) and at Jublains (Maine-et-Loire).                                                                                   | cfa337ea-ebd1-4214-993f-fc68f94ad985
         28 | Apollo                                 |        1107 |          88 | Origins  Apollo is considered the most Hellenic (Greek) of the Olympian gods.                                                                                                                            | 32b3cd3f-311c-41a1-ab0b-76c904dc5739
         28 | Apollo                                 |        1107 |          89 | The cult centers of Apollo in Greece, Delphi and Delos, date from the 8th century BCE.                                                                                                                   | dd4a244b-71ab-4b65-ab76-30f315bd0850
         28 | Apollo                                 |        1107 |          90 | The Delos sanctuary was primarily dedicated to Artemis, Apollo's twin sister.                                                                                                                            | b4357b4f-de5e-4218-990f-1a03fb97d687
         28 | Apollo                                 |        1107 |          91 | At Delphi, Apollo was venerated as the slayer of the monstrous serpent Python.                                                                                                                           | c922c6d7-aa2e-4ccf-ae2d-a03f49504d42
         28 | Apollo                                 |        1107 |          92 | For the Greeks, Apollo was the most Greek of all the gods, and through the centuries he acquired different functions.                                                                                    | f84b9eaa-b9b7-4cb2-89fc-78a2e43ff4fc
         28 | Apollo                                 |        1107 |          93 | In Archaic Greece he was the prophet, the oracular god who in older times was connected with "healing".                                                                                                  | b1ef0302-ba3a-4ac4-816a-4e575108e74d
         28 | Apollo                                 |        1107 |          94 | In Classical Greece he was the god of light and of music, but in popular religion he had a strong function to keep away evil.                                                                            | 352b3ee4-d860-496c-a230-7ffb2b7645b8
         28 | Apollo                                 |        1107 |          95 | Walter Burkert discerned three components in the prehistory of Apollo worship, which he termed "a Dorian-northwest Greek component, a Cretan-Minoan component, and a Syro-Hittite component."  Healer an | 6db83dd5-fe95-4f07-95bc-a8f3790b80fa
         28 | Apollo                                 |        1107 |          96 | Apollo also had many epithets relating to his function as a healer.                                                                                                                                      | 3058f70f-31d0-439d-ae54-ddd1a2e7aa3c
         28 | Apollo                                 |        1107 |          97 | Some commonly-used examples are "paion" ( literally "healer" or "helper") "epikourios" (, "succouring"), "oulios" (, "healer, baleful") and "loimios" (, "of the plague").                               | fb8e7fde-92db-497c-bccd-288f418f9f08
         28 | Apollo                                 |        1107 |          98 | In later writers, the word, "paion", usually spelled "Paean", becomes a mere epithet of Apollo in his capacity as a god of healing.                                                                      | 7e2d197a-fb41-4c58-b062-82a854db2411
         28 | Apollo                                 |        1107 |          99 | Apollo in his aspect of "healer" has a connection to the primitive god Paean (), who did not have a cult of his own.                                                                                     | 37f46370-29f3-433c-a556-06b6d44eaf6f
         28 | Apollo                                 |        1107 |         100 | Paean serves as the healer of the gods in the Iliad, and seems to have originated in a pre-Greek religion.                                                                                               | ef87961f-0fae-40bd-aa8f-cd29aa675dc3
         28 | Apollo                                 |        1107 |         101 | It is suggested, though unconfirmed, that he is connected to the Mycenaean figure pa-ja-wo-ne (Linear B: ).                                                                                              | a44e5f66-7d64-4aeb-88fa-a6911f8f75cd
         28 | Apollo                                 |        1107 |         102 | Paean was the personification of holy songs sung by "seer-doctors" (), which were supposed to cure disease.                                                                                              | c68bb8cd-2afa-42d9-bc98-f437a6b521a0
         28 | Apollo                                 |        1107 |         103 | Homer illustrated Paeon the god and the song both of apotropaic thanksgiving or triumph.                                                                                                                 | bd3658c5-a503-43ef-a24f-3d32a64271b3
         28 | Apollo                                 |        1107 |         104 | Such songs were originally addressed to Apollo and afterwards to other gods: to Dionysus, to Apollo Helios, to Apollo's son Asclepius the healer.                                                        | 41bfc64b-4184-431e-b5c3-30fe376e526f
         28 | Apollo                                 |        1107 |         105 | About the 4th century BCE, the paean became merely a formula of adulation; its object was either to implore protection against disease and misfortune or to offer thanks after such protection had been  | 2ec93a86-47ea-4bca-8b39-7f2fb743c052
         28 | Apollo                                 |        1107 |         106 | It was in this way that Apollo had become recognized as the god of music.                                                                                                                                | a88f3492-9aa0-408d-8d2e-e9ffdfb4816f
         28 | Apollo                                 |        1107 |         107 | Apollo's role as the slayer of the Python led to his association with battle and victory; hence it became the Roman custom for a paean to be sung by an army on the march and before entering into battl | a903d060-004c-4e02-a941-2b6d0da6f9d3
         28 | Apollo                                 |        1107 |         108 | In the Iliad, Apollo is the healer under the gods, but he is also the bringer of disease and death with his arrows, similar to the function of the Vedic god of disease Rudra.                           | 66cab214-26c0-400b-b2a6-26f64c0130e3
         28 | Apollo                                 |        1107 |         109 | He sends a plague () to the Achaeans. Knowing that Apollo can prevent a recurrence of the plague he sent, they purify themselves in a ritual and offer him a large sacrifice of cows, called a hecatomb. | 01854b13-e586-49cd-b8ec-4f245c20ac39
         28 | Apollo                                 |        1107 |         110 | Knowing that Apollo can prevent a recurrence of the plague he sent, they purify themselves in a ritual and offer him a large sacrifice of cows, called a hecatomb.                                       | 90cf19c8-d6f1-47a1-b3f9-12e9b9af3f3f
         28 | Apollo                                 |        1107 |         111 | Dorian origin The Homeric Hymn to Apollo depicts Apollo as an intruder from the north.                                                                                                                   | 8689e0f5-069b-41e9-b561-0666565545b9
         28 | Apollo                                 |        1107 |         112 | The connection with the northern-dwelling Dorians and their initiation festival apellai is reinforced by the month Apellaios in northwest Greek calendars.                                               | aaf29bd3-e39b-49b5-bb15-166b37001650
         28 | Apollo                                 |        1107 |         113 | The family-festival was dedicated to Apollo (Doric: ). Apellaios is the month of these rites, and Apellon is the "megistos kouros" (the great Kouros).                                                   | d0d3a6a7-e344-4a54-80a3-b60174529612
         28 | Apollo                                 |        1107 |         114 | Apellaios is the month of these rites, and Apellon is the "megistos kouros" (the great Kouros).                                                                                                          | 2e544a31-4d4a-46d3-a8f8-2b4139633563
         28 | Apollo                                 |        1107 |         115 | However it can explain only the Doric type of the name, which is connected with the Ancient Macedonian word "pella" (Pella), stone.                                                                      | 598f3daa-5713-422a-bc80-54a3f4263c5b
         28 | Apollo                                 |        1107 |         116 | Stones played an important part in the cult of the god, especially in the oracular shrine of Delphi (Omphalos).                                                                                          | 291b70dd-fc7c-4791-b43c-92a89918be93
         28 | Apollo                                 |        1107 |         117 | Minoan origin  George Huxley regarded the identification of Apollo with the Minoan deity Paiawon, worshipped in Crete, to have originated at Delphi.                                                     | 179c1089-950a-46b2-9730-ee14f3b9c273
         28 | Apollo                                 |        1107 |         118 | In the Homeric Hymn, Apollo appeared as a dolphin and carried Cretan priests to Delphi, where they evidently transferred their religious practices.                                                      | 332d491e-d2db-4674-822e-314abd2c579d
         28 | Apollo                                 |        1107 |         119 | Apollo Delphinios or Delphidios was a sea-god especially worshipped in Crete and in the islands.                                                                                                         | 98467dcd-c02f-4f9a-ae8c-e45667fa7ff3
         28 | Apollo                                 |        1107 |         120 | Apollo's sister Artemis, who was the Greek goddess of hunting, is identified with Britomartis (Diktynna), the Minoan "Mistress of the animals".                                                          | 0181edba-749c-431f-b10e-9a64570034ff
         28 | Apollo                                 |        1107 |         121 | In her earliest depictions she was accompanied by the "Master of the animals", a bow-wielding god of hunting whose name has been lost; aspects of this figure may have been absorbed into the more popul | f7334e6a-8ebe-4850-b4f6-a3eed981aab5
         28 | Apollo                                 |        1107 |         122 | Anatolian origin  A non-Greek origin of Apollo has long been assumed in scholarship.                                                                                                                     | 8149ca28-c9a3-42fb-8a89-d92bc30951b3
         28 | Apollo                                 |        1107 |         123 | The name of Apollo's mother Leto has Lydian origin, and she was worshipped on the coasts of Asia Minor.                                                                                                  | 37624809-5368-40dd-8555-bc857af5a008
         28 | Apollo                                 |        1107 |         124 | The inspiration oracular cult was probably introduced into Greece from Anatolia, which is the origin of Sibyl, and where some of the oldest oracular shrines originated.                                 | 51e963af-110f-47bf-9628-b37dcf15b2a5
         28 | Apollo                                 |        1107 |         125 | Omens, symbols, purifications, and exorcisms appear in old Assyro-Babylonian texts.                                                                                                                      | 60354644-1812-4f4d-babf-6d5f6a90e6bc
         28 | Apollo                                 |        1107 |         126 | These rituals were spread into the empire of the Hittites, and from there into Greece.                                                                                                                   | 103c699d-3945-4974-ae79-1518a28b02ed
         28 | Apollo                                 |        1107 |         127 | Homer pictures Apollo on the side of the Trojans, fighting against the Achaeans, during the Trojan War.                                                                                                  | 6e676b3a-cd15-45c1-89be-8d08c3fee131
         28 | Apollo                                 |        1107 |         128 | He is pictured as a terrible god, less trusted by the Greeks than other gods.                                                                                                                            | 7ebd550f-b90c-403e-89c6-7570533757c3
         28 | Apollo                                 |        1107 |         129 | The god seems to be related to Appaliunas, a tutelary god of Wilusa (Troy) in Asia Minor, but the word is not complete.                                                                                  | ccdeafda-044e-403e-aa93-86de5f93d874
         28 | Apollo                                 |        1107 |         130 | The stones found in front of the gates of Homeric Troy were the symbols of Apollo.                                                                                                                       | 3afa2013-8959-4c3c-98b6-41a8dd3aa30f
         28 | Apollo                                 |        1107 |         131 | A western Anatolian origin may also be bolstered by references to the parallel worship of Artimus (Artemis) and Qλdãns, whose name may be cognate with the Hittite and Doric forms, in surviving Lydian  | 8a052a57-c515-4ea3-8c52-97f050a5652f
         28 | Apollo                                 |        1107 |         132 | However, recent scholars have cast doubt on the identification of Qλdãns with Apollo.                                                                                                                    | c504e9e7-0bd9-4927-842b-74bdc727d720
         28 | Apollo                                 |        1107 |         133 | The Greeks gave to him the name  agyieus as the protector god of public places and houses who wards off evil and his symbol was a tapered stone or column.                                               | 9630aa57-cab8-49ce-b56f-3084449d784a
         28 | Apollo                                 |        1107 |         134 | However, while usually Greek festivals were celebrated at the full moon, all the feasts of Apollo were celebrated on the seventh day of the month, and the emphasis given to that day (sibutu) indicates | eaa38d6c-958d-4fdd-8ea8-d1f5ac87ed1b
